step,loss,perplexity
82000,7.655095100402832,2111.375902406772
83000,7.226108551025391,1374.861875709524
84000,7.194208145141602,1331.695398496385
85000,6.936800956726074,1029.471617342101
86000,7.105855941772461,1219.0851041535834
87000,7.2981719970703125,1477.596406754942
88000,7.1651225090026855,1293.5200589471647
89000,7.318982124328613,1508.6675519574148
90000,7.2659525871276855,1430.7478908449511
91000,7.41782283782959,1665.403703900135
92000,7.189357757568359,1325.2517992937348
93000,7.160099983215332,1287.0396088314073
94000,7.320437908172607,1510.8654452461155
95000,7.505051136016846,1817.1981866744436
96000,7.238738059997559,1392.3358174928144
97000,7.225748062133789,1374.3663425983016
98000,7.46663761138916,1748.7169234226253
99000,7.153861999511719,1279.0360656646346
100000,7.167207717895508,1296.220132607581
101000,7.269106388092041,1435.2673078476819
102000,7.399047374725342,1634.4266919670772
103000,7.294832229614258,1472.669809785882
104000,7.088161468505859,1197.7037590501063
105000,6.940008163452148,1032.778645965042
106000,7.139842987060547,1261.2303440672438
107000,7.122018814086914,1238.9491183599782
108000,7.264484405517578,1428.6488343780172
109000,7.222894668579102,1370.4503241624054
110000,7.334395408630371,1532.1012047039765
111000,7.286716461181641,1460.7663309068555
112000,7.365756034851074,1580.9101980218793
113000,7.015228748321533,1113.4613194903004
114000,7.176458835601807,1308.2672563885283
115000,7.155093669891357,1280.6123870561119
116000,7.350397109985352,1556.81463173702
117000,7.198925018310547,1337.9916744846375
118000,7.157124042510986,1283.2151487770768
119000,7.019937515258789,1118.7167128382248
120000,7.102232933044434,1214.67633949996
121000,7.229091167449951,1378.968682792133
122000,7.221125602722168,1368.0280504978518
123000,7.293289661407471,1470.3998673788192
124000,7.239878177642822,1393.924149397034
125000,7.137789726257324,1258.6433660171158
126000,8.25898551940918,3862.174011816966
127000,7.149591445922852,1273.58552031088
128000,7.121962547302246,1238.87940863791
129000,7.97524356842041,2908.06609891364
130000,6.997312545776367,1093.6899636371138
131000,7.471442222595215,1757.1390446565983
132000,7.266332626342773,1431.2917344847858
133000,7.2247209548950195,1372.955445674355
134000,7.197152137756348,1335.6216765456556
135000,7.022993087768555,1122.1402606578213
136000,7.281411647796631,1453.037755571406
137000,7.0644941329956055,1169.690114133839
138000,7.1948561668396,1332.5586456809792
139000,7.209697723388672,1352.4833814856165
140000,7.3971967697143555,1631.404810757517
141000,6.950917720794678,1044.1074877885512
142000,7.222539901733398,1369.9642200556182
143000,7.188033103942871,1323.4974618943427
144000,7.225113391876221,1373.4943499008366
145000,7.156042098999023,1281.8275332685655
146000,6.935079574584961,1027.7010276531712
147000,7.344268798828125,1547.3031616516043
148000,7.107486248016357,1221.0742071937098
149000,7.3221330642700195,1513.4287700219845
150000,7.313602447509766,1500.573200120763
151000,7.168817520141602,1298.30847114353
152000,7.162930488586426,1290.6877419515467
153000,7.105765342712402,1218.9746611921053
154000,7.319601535797119,1509.6023274166928
155000,7.220829010009766,1367.6223635125878
156000,7.5174665451049805,1839.9000805966975
157000,6.775213241577148,875.8661141937437
158000,6.943762302398682,1036.6631273823155
159000,7.306741237640381,1490.312692470649
160000,7.116055488586426,1231.5828470548854
161000,7.13104248046875,1250.1795756132292
162000,7.202572822570801,1342.881319026108
163000,7.308192253112793,1492.4767288916323
164000,7.1755218505859375,1307.042003683894
165000,7.066705703735352,1172.2798291783017
166000,7.040785789489746,1142.2848494898203
167000,6.975502014160156,1070.0942569248286
168000,6.864116191864014,957.2993968166663
169000,7.293473720550537,1470.670532826835
170000,7.280563831329346,1451.8063683036066
171000,7.127617835998535,1245.905477852745
172000,7.00030517578125,1096.9678753804826
173000,6.998343467712402,1094.8180539984874
174000,6.8794660568237305,972.10717120495
175000,7.259284019470215,1421.2385936695443
176000,6.944741249084473,1037.678462213396
177000,7.203021049499512,1343.483369512899
178000,7.25956916809082,1421.6439156798401
179000,7.399047374725342,1634.4266919670772
180000,7.291421413421631,1467.6553602963982
181000,7.085799217224121,1194.8778209122572
182000,7.103375434875488,1216.0649025088255
183000,7.207945823669434,1350.116040506793
184000,7.401022911071777,1637.658752778287
185000,7.067251205444336,1172.9194842791396
186000,7.323575973510742,1515.6140866070218
187000,7.153845310211182,1279.0147196254627
188000,7.076704025268555,1184.0594499248034
189000,7.227449893951416,1376.7072743402816
190000,7.064892768859863,1170.1564875138024
191000,7.096187114715576,1207.354781728469
192000,7.098151206970215,1209.7284682104075
193000,6.976217269897461,1070.8599217719961
194000,7.134005069732666,1253.8888359964076
195000,7.193319797515869,1330.512915356741
196000,7.155162811279297,1280.7009334350398
197000,7.912729263305664,2731.8362013346537
198000,7.287275314331055,1461.5829129249043
199000,7.203493118286133,1344.117735797471
200000,6.9385809898376465,1031.3057428261516
201000,7.348680019378662,1554.143733699713
